TSid,dataSetName,archiveType,pub1_authors,pub1_year,pub1_doi,pub2_authors,pub2_year,pub2_doi,originalDataUrl,lat,lon,elevation,siteName,subRegion,minYear,maxYear,proxy,measurementMaterial,variableName,units,paleoDataNotes,climateVariable,climateVariableDetail,seasonality,direction,calibration_method,inCompilation,useInGlobalHolocene,QC Certification,QC comments,link to lipdverse
LPDc06a0727,SihailongwanMaarLake.Stebich.2015,LakeSediment,"Stebich, Martina ; Rehfeld, Kira ; Schluetz, Frank ; Tarasov, Pavel E. ; Liu, Jiaqi ; Mingram, Jens",2015,10.1016/j.quascirev.2015.07.021,,,,https://doi.org/10.1594/PANGAEA.852703,42.2833,126.6,797,Sihailongwan Maar,unassigned,150,11992,,,WMT1-sigma,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SihailongwanMaarLake.Stebich.2015.html
LPD36d0a4c4,SihailongwanMaarLake.Stebich.2015,LakeSediment,"Stebich, Martina ; Rehfeld, Kira ; Schluetz, Frank ; Tarasov, Pavel E. ; Liu, Jiaqi ; Mingram, Jens",2015,10.1016/j.quascirev.2015.07.021,,,,https://doi.org/10.1594/PANGAEA.852703,42.2833,126.6,797,Sihailongwan Maar,unassigned,150,11992,,,WMT2-sigma,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SihailongwanMaarLake.Stebich.2015.html
LPD6fdee25b,SihailongwanMaarLake.Stebich.2015,LakeSediment,"Stebich, Martina ; Rehfeld, Kira ; Schluetz, Frank ; Tarasov, Pavel E. ; Liu, Jiaqi ; Mingram, Jens",2015,10.1016/j.quascirev.2015.07.021,,,,https://doi.org/10.1594/PANGAEA.852703,42.2833,126.6,797,Sihailongwan Maar,unassigned,150,11992,pollen,,MAP,mm,,M,monsoon,1 2 3 4 5 6 7 8 9 10 11 12,positive,,,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/SihailongwanMaarLake.Stebich.2015.html
LPD9d3530a4,SihailongwanMaarLake.Stebich.2015,LakeSediment,"Stebich, Martina ; Rehfeld, Kira ; Schluetz, Frank ; Tarasov, Pavel E. ; Liu, Jiaqi ; Mingram, Jens",2015,10.1016/j.quascirev.2015.07.021,,,,https://doi.org/10.1594/PANGAEA.852703,42.2833,126.6,797,Sihailongwan Maar,unassigned,150,11992,,,MAP1-sigma,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SihailongwanMaarLake.Stebich.2015.html
LPD041170d1,SihailongwanMaarLake.Stebich.2015,LakeSediment,"Stebich, Martina ; Rehfeld, Kira ; Schluetz, Frank ; Tarasov, Pavel E. ; Liu, Jiaqi ; Mingram, Jens",2015,10.1016/j.quascirev.2015.07.021,,,,https://doi.org/10.1594/PANGAEA.852703,42.2833,126.6,797,Sihailongwan Maar,unassigned,150,11992,,,MAP2-sigma,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SihailongwanMaarLake.Stebich.2015.html
LPD827daf67,SihailongwanMaarLake.Stebich.2015,LakeSediment,"Stebich, Martina ; Rehfeld, Kira ; Schluetz, Frank ; Tarasov, Pavel E. ; Liu, Jiaqi ; Mingram, Jens",2015,10.1016/j.quascirev.2015.07.021,,,,https://doi.org/10.1594/PANGAEA.852703,42.2833,126.6,797,Sihailongwan Maar,unassigned,150,11992,,,BS,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SihailongwanMaarLake.Stebich.2015.html
LPDcea2543a,SihailongwanMaarLake.Stebich.2015,LakeSediment,"Stebich, Martina ; Rehfeld, Kira ; Schluetz, Frank ; Tarasov, Pavel E. ; Liu, Jiaqi ; Mingram, Jens",2015,10.1016/j.quascirev.2015.07.021,,,,https://doi.org/10.1594/PANGAEA.852703,42.2833,126.6,797,Sihailongwan Maar,unassigned,150,11992,,,BS_COMX,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SihailongwanMaarLake.Stebich.2015.html
LPD5fd9d599,SihailongwanMaarLake.Stebich.2015,LakeSediment,"Stebich, Martina ; Rehfeld, Kira ; Schluetz, Frank ; Tarasov, Pavel E. ; Liu, Jiaqi ; Mingram, Jens",2015,10.1016/j.quascirev.2015.07.021,,,,https://doi.org/10.1594/PANGAEA.852703,42.2833,126.6,797,Sihailongwan Maar,unassigned,150,11992,,,BS_Landscape_Openness,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SihailongwanMaarLake.Stebich.2015.html
GH6b2cecb6,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,susc,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
LPD7156de28,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,LOI,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
GH4776cdb6,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,LOI,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
LPD9fb6bf7e,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,gs500x25,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
LPDa562774b,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,gs0x2E020x2D30x2E89um,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
LPD51cbe474,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,gs30x2E900x2D70x2E79um,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
LPD3ef4bfe7,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,gs70x2E800x2D150x2E59um,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
GHa775a207,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,gs150x2E60um0x2D300x2E99um,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
GH77aefe9e,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,gs310x2E000x2D620x2E49um,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
GH992857f7,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,gs620x2E500x2D1240x2E99um,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
GH1507b371,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,gs1250x2E000x2D2490x2E99um,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
GH0ee64c87,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,gs2500x2E000x2D4990x2E99um,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
GHa1df1de0,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,grainSize5000x2E00um0x2D10000x2E00um,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
GH8a6ab794,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,gs10000x2E010x2D20000x2E00um,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
GHd79d4677,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,mode,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
GH1b070f8e,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,clay0x25,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
GH6e4ee697,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,silt0x25,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
GHe30d3495,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,sand0x25,percent,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
GH5c7c9e12,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,particle size,,clay0x25strd,percent,,M,,1 2 3 4 5 6 7 8 9 10 11 12,positive,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
GH7be027b8,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,ostracods,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
GHb2a90bf2,SilverLake.Kirby.2015,LakeSediment,"Kirby, Matthew E. ; Knell, Edward J. ; Anderson, William T. ; Lachniet, Matthew S. ; Palermo, Jennifer ; Eeg, Holly ; Lucero, Ricardo ; Murrieta, Rosa ; Arevalo, Andrea ; Silveira, Emily ; Hiner, Christine A.",2015,10.1016/j.yqres.2015.07.003,,,,,35.3669,-116.135,276.8,SilverLake,WNA,1521.2,14826.1,,,C0x2FN,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SilverLake.Kirby.2015.html
PYTTYZNWOYL,sjuuodjijaure.Rosen.2001,LakeSediment,"Rosen, Peter ; Segerstrom, Ulf ; Eriksson, Lars ; Renberg, Ingemar ; Birks, H. J.B.",2001,10.1191/095968301680223506,,,,,67.37,18.07,826,sjuuodjijaure,,0,9359.764,pollen,,temperature,degC,,T,air@surface,7,,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/sjuuodjijaure.Rosen.2001.html
PYTN99W834C,sjuuodjijaure.Rosen.2001,LakeSediment,"Rosen, Peter ; Segerstrom, Ulf ; Eriksson, Lars ; Renberg, Ingemar ; Birks, H. J.B.",2001,10.1191/095968301680223506,,,,,67.37,18.07,826,sjuuodjijaure,,36.212,9316.764,chironomid,,temperature,degC,,T,air@surface,7,,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/sjuuodjijaure.Rosen.2001.html
PYTQBB7JT6P,sjuuodjijaure.Rosen.2001,LakeSediment,"Rosen, Peter ; Segerstrom, Ulf ; Eriksson, Lars ; Renberg, Ingemar ; Birks, H. J.B.",2001,10.1191/095968301680223506,,,,,67.37,18.07,826,sjuuodjijaure,,167.175,9263,,,temperature,degC,,T,air@surface,7,,,,FALSE,CR,Duplicate?,http://lipdverse.org/globalHolocene/0_25_5/sjuuodjijaure.Rosen.2001.html
PYT4HOSEYKO,sjuuodjijaure.Rosen.2001,LakeSediment,"Rosen, Peter ; Segerstrom, Ulf ; Eriksson, Lars ; Renberg, Ingemar ; Birks, H. J.B.",2001,10.1191/095968301680223506,,,,,67.37,18.07,826,sjuuodjijaure,,0,9317,diatom,,temperature,degC,,T,air@surface,7,,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/sjuuodjijaure.Rosen.2001.html
RshXkdsN1K6,SK168_GC_1,MarineSediment,"Gebregiorgis, D. ; Hathorne, E.C. ; Sijinkumar, A.V. ; Nath, B. Nagender ; Nuernberg, D. ; Frank, M.",2016,10.1016/j.quascirev.2016.02.012,"Sijinkumar, A.V. ; Nath, B. Nagender ; Guptha, M.V.S.",2016,10.1016/j.margeo.2010.06.003,,11.7077,94.4934,-2064,SK168_GC_1,,880,53460,,planktic foraminifera calcite,planktic.d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SK168_GC_1.html
ReJJ22rCxcr,SK168_GC_1,MarineSediment,"Gebregiorgis, D. ; Hathorne, E.C. ; Sijinkumar, A.V. ; Nath, B. Nagender ; Nuernberg, D. ; Frank, M.",2016,10.1016/j.quascirev.2016.02.012,"Sijinkumar, A.V. ; Nath, B. Nagender ; Guptha, M.V.S.",2016,10.1016/j.margeo.2010.06.003,,11.7077,94.4934,-2064,SK168_GC_1,,880,53460,,planktic foraminifera calcite,planktic.MgCa,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SK168_GC_1.html
R5giQ7f4rqj,SK168_GC_1,MarineSediment,"Gebregiorgis, D. ; Hathorne, E.C. ; Sijinkumar, A.V. ; Nath, B. Nagender ; Nuernberg, D. ; Frank, M.",2016,10.1016/j.quascirev.2016.02.012,"Sijinkumar, A.V. ; Nath, B. Nagender ; Guptha, M.V.S.",2016,10.1016/j.margeo.2010.06.003,,11.7077,94.4934,-2064,SK168_GC_1,,880,53460,,planktic foraminifera calcite,planktic.MgCa,mmol_mol,redox cleaning,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SK168_GC_1.html
Rt2KTlfbHBu,SK168_GC_1,MarineSediment,"Gebregiorgis, D. ; Hathorne, E.C. ; Sijinkumar, A.V. ; Nath, B. Nagender ; Nuernberg, D. ; Frank, M.",2016,10.1016/j.quascirev.2016.02.012,"Sijinkumar, A.V. ; Nath, B. Nagender ; Guptha, M.V.S.",2016,10.1016/j.margeo.2010.06.003,,11.7077,94.4934,-2064,SK168_GC_1,,880,53460,,planktic foraminifera calcite,temperature,mmol_mol,redox cleaning,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SK168_GC_1.html
RUECFJaPepM,SK168_GC_1,MarineSediment,"Gebregiorgis, D. ; Hathorne, E.C. ; Sijinkumar, A.V. ; Nath, B. Nagender ; Nuernberg, D. ; Frank, M.",2016,10.1016/j.quascirev.2016.02.012,"Sijinkumar, A.V. ; Nath, B. Nagender ; Guptha, M.V.S.",2016,10.1016/j.margeo.2010.06.003,,11.7077,94.4934,-2064,SK168_GC_1,,Inf,-Inf,Mg/Ca,MgCa,temperature,degC,"not provided. Calculated by LJ using Anand et al., 2003. details from publication not clear as to which equation was used exactly, but I think I got the right one",,,T,,,,FALSE,RV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/SK168_GC_1.html
RZB4v6iqA3N,SK168_GC_1,MarineSediment,"Gebregiorgis, D. ; Hathorne, E.C. ; Sijinkumar, A.V. ; Nath, B. Nagender ; Nuernberg, D. ; Frank, M.",2016,10.1016/j.quascirev.2016.02.012,"Sijinkumar, A.V. ; Nath, B. Nagender ; Guptha, M.V.S.",2016,10.1016/j.margeo.2010.06.003,,11.7077,94.4934,-2064,SK168_GC_1,,Inf,-Inf,Mg/Ca,MgCa,d18O,degC,"not provided. Calculated by LJ using Anand et al., 2003. details from publication not clear as to which equation was used exactly, but I think I got the right one",,,T,,,,FALSE,RV,"fails age control, gap >3000 years",http://lipdverse.org/globalHolocene/0_25_5/SK168_GC_1.html
MS13RSAS01b,SK237-GC04.Saraswat.2013,MarineSediment,"Saraswat, Rajeev ; Lea, David W. ; Nigam, Rajiv ; Mackensen, Andreas ; Naik, Dinesh K.",2013,10.1016/j.epsl.2013.05.022,,,,,10.98,74.9993,-1245,"SW coast of India, Indian ocean",,120,31599,,,temperature,permil,; archiveType changed - was originally Marine sediment (MS),salinity,sea@surface,NaN,negative,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SK237-GC04.Saraswat.2013.html
O2kLR_118q,SK237-GC04.Saraswat.2013,MarineSediment,"Saraswat, Rajeev ; Lea, David W. ; Nigam, Rajiv ; Mackensen, Andreas ; Naik, Dinesh K.",2013,10.1016/j.epsl.2013.05.022,,,,,10.98,74.9993,-1245,"SW coast of India, Indian ocean",,120,31599,Mg/Ca,,Mg/Ca,degC,; archiveType changed - was originally Marine sediment (MS),T,,,positive,,,FALSE,DK,Duplicate?,http://lipdverse.org/globalHolocene/0_25_5/SK237-GC04.Saraswat.2013.html
LPDc1accbf5t,SK237-GC04.Saraswat.2013,MarineSediment,"Saraswat, Rajeev ; Lea, David W. ; Nigam, Rajiv ; Mackensen, Andreas ; Naik, Dinesh K.",2013,10.1016/j.epsl.2013.05.022,,,,,10.98,74.9993,-1245,"SW coast of India, Indian ocean",,120,31599,,planktonic foraminifera carbonate (G ruber white 250-355),d18O,mmol/mol,"The specimens were cleaned following the UCSB standard foraminifera cleaning procedure without the DTPA step ( Lea et al., 2000 and Martin and Lea, 2002).; archiveType changed - was originally Marine sediment (MS)",,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SK237-GC04.Saraswat.2013.html
MS13RSAS01a,SK237-GC04.Saraswat.2013,MarineSediment,"Saraswat, Rajeev ; Lea, David W. ; Nigam, Rajiv ; Mackensen, Andreas ; Naik, Dinesh K.",2013,10.1016/j.epsl.2013.05.022,,,,,10.98,74.9993,-1245,"SW coast of India, Indian ocean",,120,31599,,planktonic foraminifera,temperature,permil,; archiveType changed - was originally Marine sediment (MS),temperature/salinity,sea@surface,NaN,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SK237-GC04.Saraswat.2013.html
O2kLR_118,SK237-GC04.Saraswat.2013,MarineSediment,"Saraswat, Rajeev ; Lea, David W. ; Nigam, Rajiv ; Mackensen, Andreas ; Naik, Dinesh K.",2013,10.1016/j.epsl.2013.05.022,,,,,10.98,74.9993,-1245,"SW coast of India, Indian ocean",,115,1647,Mg/Ca,,temperature,degC,"DEK2002: Mg/Ca=0.38*exp(0.09*[SST-0.61 (core depth km)]), (Dekens et al., (2002); core tops; G ruber); paleoData_units changed - was originally deg C; climateInterpretation_seasonality changed - was originally annual; archiveType changed - was originally Marine sediment (MS)",T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,negative,,Temp12k,TRUE,"PGM, KT, HVM, BM, JAA","HVM, BM, 20/4/2016 Indian1579Saraswat2013_SK237-GC04",http://lipdverse.org/globalHolocene/0_25_5/SK237-GC04.Saraswat.2013.html
O2kLR_120,SK237-GC04.Saraswat.2013,MarineSediment,"Saraswat, Rajeev ; Lea, David W. ; Nigam, Rajiv ; Mackensen, Andreas ; Naik, Dinesh K.",2013,10.1016/j.epsl.2013.05.022,,,,,10.98,74.9993,-1245,"SW coast of India, Indian ocean",,115,2259,Mg/Cal,foram Mg/Ca,d18O,degC,"All O2K-LR records have been quality-controlled according to protocols published in Nature Geoscience supplement. Core length not reported, deepest 14C date at 286.5 cm; climateInterpretation_seasonality changed - was originally Annual; archiveType changed - was originally Marine sediment (MS)",T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,negative,,,FALSE,KT,"These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.Dataset chronology not QCd; Final entry truncated.",http://lipdverse.org/globalHolocene/0_25_5/SK237-GC04.Saraswat.2013.html
LPDff041d67,SN-6.STiwari.2015,MarineSediment,"Tiwari, Manish ; Nagoji, Siddhesh S ; Ganeshram, Raja S",2015,10.1177/0959683615585840,,,,http://www.ncdc.noaa.gov/paleo/study/18919,12.486,74.133,-589,SN-6,unassigned,154.21,4772.19,,,d18O,permil,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SN-6.STiwari.2015.html
LPD5f9ad71d,SN-6.STiwari.2015,MarineSediment,"Tiwari, Manish ; Nagoji, Siddhesh S ; Ganeshram, Raja S",2015,10.1177/0959683615585840,,,,http://www.ncdc.noaa.gov/paleo/study/18919,12.486,74.133,-589,SN-6,unassigned,154.21,4772.19,,,Mg/Ca,mmol/mol,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SN-6.STiwari.2015.html
LPDadaae75f,SN-6.STiwari.2015,MarineSediment,"Tiwari, Manish ; Nagoji, Siddhesh S ; Ganeshram, Raja S",2015,10.1177/0959683615585840,,,,http://www.ncdc.noaa.gov/paleo/study/18919,12.486,74.133,-589,SN-6,unassigned,154.21,4772.19,Mg/Ca,,temperature,degC,,T,sea@surface,,positive,,Temp12k,TRUE,,,http://lipdverse.org/globalHolocene/0_25_5/SN-6.STiwari.2015.html
LPD34dc3c9f,SN-6.STiwari.2015,MarineSediment,"Tiwari, Manish ; Nagoji, Siddhesh S ; Ganeshram, Raja S",2015,10.1177/0959683615585840,,,,http://www.ncdc.noaa.gov/paleo/study/18919,12.486,74.133,-589,SN-6,unassigned,154.21,4772.19,,,d18O,ppt,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SN-6.STiwari.2015.html
LPD887f549b,SN-6.STiwari.2015,MarineSediment,"Tiwari, Manish ; Nagoji, Siddhesh S ; Ganeshram, Raja S",2015,10.1177/0959683615585840,,,,http://www.ncdc.noaa.gov/paleo/study/18919,12.486,74.133,-589,SN-6,unassigned,154.21,4772.19,,,sss,,,,,,,,,FALSE,,,http://lipdverse.org/globalHolocene/0_25_5/SN-6.STiwari.2015.html
